            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2460542.500000000, A.D. 2024-Aug-20 00:00:00.0000,  1.735142878715074E-02,  1.468632990930264E+08,  5.028407586232442E-03,  1.652843042271229E+02,  2.999877362542492E+02,  2.460681095440431E+06,  1.142369297566879E-05,  2.232053199960388E+02,  2.218654020035170E+02,  1.494565843735549E+08,  1.520498696540835E+08,  3.151345197798650E+07,
2460543.500000000, A.D. 2024-Aug-21 00:00:00.0000,  1.725110052184622E-02,  1.468835206012356E+08,  5.293120711171310E-03,  1.643719490417294E+02,  3.010759094747212E+02,  2.460681293510912E+06,  1.142308322012182E-05,  2.240040894616604E+02,  2.226518797743453E+02,  1.494619029125668E+08,  1.520402852238979E+08,  3.151513414223038E+07,
2460544.500000000, A.D. 2024-Aug-22 00:00:00.0000,  1.711822115368956E-02,  1.469160188761770E+08,  5.426646495340894E-03,  1.639714068824701E+02,  3.015133302250520E+02,  2.460681360285765E+06,  1.142160931322398E-05,  2.249425686672064E+02,  2.235777112024521E+02,  1.494747608899866E+08,  1.520335029037963E+08,  3.151920102740607E+07,
2460545.500000000, A.D. 2024-Aug-23 00:00:00.0000,  1.696342210681695E-02,  1.469582921489725E+08,  5.417510741551035E-03,  1.639940018781449E+02,  3.013812383572300E+02,  2.460681285973763E+06,  1.141937865779683E-05,  2.260288986499760E+02,  2.246503596294413E+02,  1.494942258038144E+08,  1.520301594586563E+08,  3.152535797157425E+07,
2460546.500000000, A.D. 2024-Aug-24 00:00:00.0000,  1.679912116913627E-02,  1.470070307356623E+08,  5.269807429663250E-03,  1.643773341562817E+02,  3.007479260936470E+02,  2.460681073705845E+06,  1.141656175402266E-05,  2.272577163913084E+02,  2.258639561984349E+02,  1.495188154331901E+08,  1.520306001307180E+08,  3.153313648683702E+07,
2460547.500000000, A.D. 2024-Aug-25 00:00:00.0000,  1.663758828470753E-02,  1.470586663822379E+08,  5.000458909786031E-03,  1.650836758130306E+02,  2.996688400406617E+02,  2.460680738482317E+06,  1.141336148283798E-05,  2.286116096740791E+02,  2.272008006460641E+02,  1.495467638687973E+08,  1.520348613553568E+08,  3.154197828057266E+07,
2460548.500000000, A.D. 2024-Aug-26 00:00:00.0000,  1.648942581638232E-02,  1.471098514338593E+08,  4.634709532797139E-03,  1.660989097462723E+02,  2.981843919035994E+02,  2.460680304268984E+06,  1.140998350901542E-05,  2.300643761303081E+02,  2.286346113660038E+02,  1.495762783800985E+08,  1.520427053263377E+08,  3.155131641650065E+07,
2460549.500000000, A.D. 2024-Aug-27 00:00:00.0000,  1.636274866601905E-02,  1.471577588607630E+08,  4.201642097922085E-03,  1.674321610630361E+02,  2.963165989401284E+02,  2.460679800445712E+06,  1.140661557747471E-05,  2.315847950951150E+02,  2.301342538346256E+02,  1.496057196504014E+08,  1.520536804400397E+08,  3.156063229753376E+07,
2460550.500000000, A.D. 2024-Aug-28 00:00:00.0000,  1.626299822582611E-02,  1.472001990413830E+08,  3.730798662246587E-03,  1.691158086072570E+02,  2.940658016281194E+02,  2.460679258560600E+06,  1.140341727471077E-05,  2.331399518603144E+02,  2.316670120936970E+02,  1.496336915007840E+08,  1.520671839601851E+08,  3.156948407021532E+07,
2460551.500000000, A.D. 2024-Aug-29 00:00:00.0000,  1.619315424010114E-02,  1.472356100670337E+08,  3.250121510662503E-03,  1.712045079072730E+02,  2.914091908888391E+02,  2.460678709812424E+06,  1.140051766328502E-05,  2.346977335550644E+02,  2.332010393940956E+02,  1.496590623470484E+08,  1.520825146270630E+08,  3.157751346321473E+07,
2460552.500000000, A.D. 2024-Aug-30 00:00:00.0000,  1.615411527313775E-02,  1.472629870364161E+08,  2.784892983057873E-03,  1.737693163775397E+02,  2.883049976224736E+02,  2.460678183261870E+06,  1.139801708869712E-05,  2.362285468897081E+02,  2.347070442495945E+02,  1.496809503627691E+08,  1.520989136891221E+08,  3.158444115310154E+07,
2460553.500000000, A.D. 2024-Aug-31 00:00:00.0000,  1.614510445275484E-02,  1.472817962329638E+08,  2.357188408579363E-03,  1.768777576671609E+02,  2.847112948273730E+02,  2.460677704594696E+06,  1.139599027415792E-05,  2.377064718867664E+02,  2.361594246714079E+02,  1.496986973379259E+08,  1.521155984428880E+08,  3.159005855036161E+07,
2460554.500000000, A.D. 2024-Sep-01 00:00:00.0000,  1.616404188883135E-02,  1.472918959034193E+08,  1.985403399761164E-03,  1.805426667127958E+02,  2.806363903468040E+02,  2.460677295271740E+06,  1.139448918229045E-05,  2.391100362306485E+02,  2.375370309766707E+02,  1.497118444280079E+08,  1.521317929525965E+08,  3.159422017439091E+07,
2460555.500000000, A.D. 2024-Sep-02 00:00:00.0000,  1.620787572574580E-02,  1.472934682506037E+08,  1.683561327837626E-03,  1.846204635195448E+02,  2.762400833285308E+02,  2.460676971989316E+06,  1.139354524514959E-05,  2.404226932162895E+02,  2.388236360803511E+02,  1.497201132396364E+08,  1.521467582286690E+08,  3.159683770538918E+07,
2460556.500000000, A.D. 2024-Sep-03 00:00:00.0000,  1.627288025881483E-02,  1.472869593782738E+08,  1.460442274885596E-03,  1.886744332191961E+02,  2.719702096508136E+02,  2.460676746450007E+06,  1.139317119790210E-05,  2.416330030282955E+02,  2.400081104857157E+02,  1.497233901785938E+08,  1.521598209789139E+08,  3.159787505574297E+07,
2460557.500000000, A.D. 2024-Sep-04 00:00:00.0000,  1.635492501364377E-02,  1.472730231167091E+08,  1.319318366924560E-03,  1.919260161289785E+02,  2.686114970453750E+02,  2.460676625465016E+06,  1.139336292687555E-05,  2.427344936555592E+02,  2.410842775268865E+02,  1.497217104642667E+08,  1.521703978118242E+08,  3.159734332264654E+07,
2460558.500000000, A.D. 2024-Sep-05 00:00:00.0000,  1.644970740538461E-02,  1.472524676379311E+08,  1.259697020671108E-03,  1.934998149978456E+02,  2.670410106418647E+02,  2.460676611374262E+06,  1.139410159504651E-05,  2.437252129842930E+02,  2.420504609486943E+02,  1.497152395221984E+08,  1.521780114064657E+08,  3.159529489859096E+07,
2460559.500000000, A.D. 2024-Sep-06 00:00:00.0000,  1.655293374600986E-02,  1.472262075704021E+08,  1.281016977714071E-03,  1.929482465917822E+02,  2.677041835390226E+02,  2.460676702706007E+06,  1.139535600504916E-05,  2.446070492411498E+02,  2.429088030603127E+02,  1.497042521375306E+08,  1.521822967046591E+08,  3.159181686298243E+07,
2460560.500000000, A.D. 2024-Sep-07 00:00:00.0000,  1.666043336046281E-02,  1.471952269234674E+08,  1.385023308965100E-03,  1.906048349143268E+02,  2.702622966053812E+02,  2.460676894938608E+06,  1.139708485822937E-05,  2.453849574576549E+02,  2.436644919619925E+02,  1.496891124054857E+08,  1.521829978875041E+08,  3.158702461884882E+07,
2460561.500000000, A.D. 2024-Sep-08 00:00:00.0000,  1.676819775665308E-02,  1.471605586969045E+08,  1.574053015927090E-03,  1.873572189612005E+02,  2.738201661385288E+02,  2.460677181197153E+06,  1.139923837556902E-05,  2.460662603783706E+02,  2.443250663275479E+02,  1.496702592014845E+08,  1.521799597060645E+08,  3.158105727234868E+07,
2460562.500000000, A.D. 2024-Sep-09 00:00:00.0000,  1.687234799874374E-02,  1.471232857120046E+08,  1.847429120813930E-03,  1.840784880815965E+02,  2.774952634502866E+02,  2.460677552722819E+06,  1.140175870276311E-05,  2.466601876503895E+02,  2.448999606287355E+02,  1.496482022578861E+08,  1.521731188037675E+08,  3.157407636707461E+07,
2460563.500000000, A.D. 2024-Sep-10 00:00:00.0000,  1.696904598024582E-02,  1.470845644337490E+08,  2.199581473446399E-03,  1.812758767806973E+02,  2.807691040981724E+02,  2.460677998983952E+06,  1.140457862011239E-05,  2.471777857955775E+02,  2.454004212874241E+02,  1.496235330457288E+08,  1.521625016577086E+08,  3.156626930214913E+07,
2460564.500000000, A.D. 2024-Sep-11 00:00:00.0000,  1.705437899029894E-02,  1.470456694436889E+08,  2.620086039959097E-03,  1.791056796552824E+02,  2.834719652717637E+02,  2.460678507345387E+06,  1.140761831378131E-05,  2.476322829093911E+02,  2.458398746063332E+02,  1.495969525685874E+08,  1.521482356934858E+08,  3.155785809953788E+07,
2460565.500000000, A.D. 2024-Sep-12 00:00:00.0000,  1.712426409943697E-02,  1.470080499759750E+08,  3.093920050167273E-03,  1.775313265490686E+02,  2.856239812191947E+02,  2.460679062279481E+06,  1.141078039332342E-05,  2.480399223447168E+02,  2.462347565595320E+02,  1.495693144172273E+08,  1.521305788584796E+08,  3.154911299586838E+07,
2460566.500000000, A.D. 2024-Sep-13 00:00:00.0000,  1.717444162452067E-02,  1.469733801475364E+08,  3.601092708816548E-03,  1.764485270901835E+02,  2.873088129737728E+02,  2.460679644211269E+06,  1.141394408876434E-05,  2.484211649992020E+02,  2.466056990596475E+02,  1.495416749137761E+08,  1.521099696800158E+08,  3.154036827238157E+07,
2460567.500000000, A.D. 2024-Sep-14 00:00:00.0000,  1.720065156241732E-02,  1.469435707099064E+08,  4.115925317829818E-03,  1.757462078082007E+02,  2.886114706584528E+02,  2.460680228276907E+06,  1.141696075256974E-05,  2.488019633433156E+02,  2.469787712258167E+02,  1.495153318360576E+08,  1.520870929622088E+08,  3.153203447064237E+07,
2460568.500000000, A.D. 2024-Sep-15 00:00:00.0000,  1.719909482140860E-02,  1.469206962609374E+08,  4.606799471401214E-03,  1.753269088942434E+02,  2.895972113726300E+02,  2.460680783554333E+06,  1.141965429172758E-05,  2.492145181612175E+02,  2.473861855052965E+02,  1.494918202524849E+08,  1.520629442440323E+08,  3.152459705026139E+07,
2460569.500000000, A.D. 2024-Sep-16 00:00:00.0000,  1.716723266418992E-02,  1.469067908329670E+08,  5.037404348756782E-03,  1.751092762533687E+02,  2.903097589773431E+02,  2.460681273618425E+06,  1.142183113397357E-05,  2.496966282815959E+02,  2.478655864882624E+02,  1.494728256071387E+08,  1.520388603813103E+08,  3.151858890026844E+07,
2460570.500000000, A.D. 2024-Sep-17 00:00:00.0000,  1.710482852228041E-02,  1.469034979646338E+08,  5.370341897345873E-03,  1.750246064971716E+02,  2.907777951841088E+02,  2.460681659324765E+06,  1.142330305294549E-05,  2.502887050983776E+02,  2.484570150501187E+02,  1.494599853855969E+08,  1.520164728065601E+08,  3.151452765732012E+07,
2460571.500000000, A.D. 2024-Sep-18 00:00:00.0000,  1.701489874046352E-02,  1.469116409591452E+08,  5.573079047191928E-03,  1.750124175623007E+02,  2.910250314549250E+02,  2.460681904160195E+06,  1.142392097712189E-05,  2.510281381008711E+02,  2.491972652852095E+02,  1.494545957725114E+08,  1.519975505858776E+08,  3.151282302468249E+07,
2460572.500000000, A.D. 2024-Sep-19 00:00:00.0000,  1.690405899883489E-02,  1.469308738460369E+08,  5.624730008391260E-03,  1.750166758544755E+02,  2.910811397227519E+02,  2.460681981189779E+06,  1.142360989432157E-05,  2.519420771976908E+02,  2.501127251399060E+02,  1.494573090154410E+08,  1.519837441848451E+08,  3.151368116823984E+07,
2460573.500000000, A.D. 2024-Sep-20 00:00:00.0000,  1.678186600927198E-02,  1.469596001205550E+08,  5.520954345975575E-03,  1.749828083099044E+02,  2.909909021035977E+02,  2.460681879217519E+06,  1.142238986102473E-05,  2.530411480508539E+02,  2.512132123560476E+02,  1.494679512511319E+08,  1.519763023817088E+08,  3.151704716614389E+07,
2460574.500000000, A.D. 2024-Sep-21 00:00:00.0000,  1.665922657366069E-02,  1.469952401138683E+08,  5.274659533393220E-03,  1.748549491667772E+02,  2.908194418078057E+02,  2.460681605511663E+06,  1.142037236637544E-05,  2.543168310606690E+02,  2.524894942741949E+02,  1.494855538245201E+08,  1.519758675351720E+08,  3.152261488950519E+07,
2460575.500000000, A.D. 2024-Sep-22 00:00:00.0000,  1.654647049561156E-02,  1.470347434004103E+08,  4.912302858547706E-03,  1.745726823774486E+02,  2.906532208429997E+02,  2.460681183943223E+06,  1.141773383404340E-05,  2.557436140001899E+02,  2.539155456501009E+02,  1.495085827537865E+08,  1.519824221071627E+08,  3.152989947327507E+07,
2460576.500000000, A.D. 2024-Sep-23 00:00:00.0000,  1.645182310080905E-02,  1.470751271363473E+08,  4.467786356128969E-03,  1.740667455898817E+02,  2.905986201397994E+02,  2.460680649649903E+06,  1.141467917445375E-05,  2.572846698439681E+02,  2.554542633764199E+02,  1.495352546939059E+08,  1.519953822514644E+08,  3.153833712695897E+07,
2460577.500000000, A.D. 2024-Sep-24 00:00:00.0000,  1.638068671673557E-02,  1.471138563446825E+08,  3.976567332464491E-03,  1.732537219103492E+02,  2.907806253732314E+02,  2.460680042649573E+06,  1.141140983215586E-05,  2.588985043590910E+02,  2.570640886741693E+02,  1.495638143314053E+08,  1.520137723181280E+08,  3.154737278697738E+07,
2460578.500000000, A.D. 2024-Sep-25 00:00:00.0000,  1.633567946852024E-02,  1.471490069821077E+08,  3.471638387713609E-03,  1.720308717913615E+02,  2.913426082441712E+02,  2.460679402521028E+06,  1.140810412920811E-05,  2.605444012695786E+02,  2.587043943836436E+02,  1.495927054694860E+08,  1.520364039568643E+08,  3.155651420452010E+07,
2460579.500000000, A.D. 2024-Sep-26 00:00:00.0000,  1.631711765587162E-02,  1.471792576519266E+08,  2.981635553725557E-03,  1.702748050984664E+02,  2.924443745671884E+02,  2.460678765073021E+06,  1.140490995138734E-05,  2.621857634673034E+02,  2.603387655986990E+02,  1.496206351595716E+08,  1.520620126672166E+08,  3.156535225043212E+07,
2460580.500000000, A.D. 2024-Sep-27 00:00:00.0000,  1.632362333153941E-02,  1.472037921970765E+08,  2.530435778707518E-03,  1.678534242650549E+02,  2.942488378671189E+02,  2.460678160858472E+06,  1.140194566269702E-05,  2.637915435357182E+02,  2.619363837501135E+02,  1.496465663795139E+08,  1.520893405619512E+08,  3.157355864076670E+07,
2460581.500000000, A.D. 2024-Sep-28 00:00:00.0000,  1.635266357896479E-02,  1.472221808478396E+08,  2.137326779924860E-03,  1.646709584224222E+02,  2.968768220223510E+02,  2.460677614906302E+06,  1.139930468843256E-05,  2.653364359845312E+02,  2.634721905591614E+02,  1.496696787524501E+08,  1.521171766570607E+08,  3.158087355672752E+07,
2460582.500000000, A.D. 2024-Sep-29 00:00:00.0000,  1.640095523066917E-02,  1.472342772159557E+08,  1.816901306023117E-03,  1.607746104604235E+02,  3.003008129794454E+02,  2.460677147036270E+06,  1.139706056283861E-05,  2.668004924145735E+02,  2.649264898364662E+02,  1.496893251360207E+08,  1.521443730560856E+08,  3.158709195367621E+07,
2460583.500000000, A.D. 2024-Sep-30 00:00:00.0000,  1.646474607198424E-02,  1.472401434041996E+08,  1.578175257295955E-03,  1.565249908385913E+02,  3.041750508466180E+02,  2.460676772326936E+06,  1.139527082286136E-05,  2.681686000185326E+02,  2.662844220176889E+02,  1.497049981850228E+08,  1.521698529658461E+08,  3.159205301885083E+07,
2460584.500000000, A.D. 2024-Oct-01 00:00:00.0000,  1.654001230282488E-02,  1.472400012036048E+08,  1.423451001483936E-03,  1.527174889193655E+02,  3.077146110696514E+02,  2.460676501532161E+06,  1.139397929845698E-05,  2.694300290321418E+02,  2.675355120048608E+02,  1.497163108266104E+08,  1.521926204496161E+08,  3.159563402478295E+07,
2460585.500000000, A.D. 2024-Oct-02 00:00:00.0000,  1.662261063429646E-02,  1.472342016878996E+08,  1.349028891446656E-03,  1.504157421722778E+02,  3.098622801689004E+02,  2.460676341405295E+06,  1.139321703159034E-05,  2.705780869072287E+02,  2.686733245300630E+02,  1.497229886309144E+08,  1.522117755739293E+08,  3.159774794088591E+07,
2460586.500000000, A.D. 2024-Oct-03 00:00:00.0000,  1.670840866950555E-02,  1.472232050919508E+08,  1.349430027890435E-03,  1.504368928218753E+02,  3.098035874098199E+02,  2.460676294975953E+06,  1.139300235865181E-05,  2.716098301878391E+02,  2.696951761279996E+02,  1.497248693978382E+08,  1.522265337037256E+08,  3.159834332226018E+07,
2460587.500000000, A.D. 2024-Oct-04 00:00:00.0000,  1.679340035994280E-02,  1.472075651253791E+08,  1.422512179767829E-03,  1.528704117473764E+02,  3.074482796797678E+02,  2.460676361842372E+06,  1.139334071938203E-05,  2.725257674512848E+02,  2.706018366522282E+02,  1.497219050190168E+08,  1.522362449126545E+08,  3.159740491106162E+07,
2460588.500000000, A.D. 2024-Oct-05 00:00:00.0000,  1.687380106714580E-02,  1.471879151698847E+08,  1.570395619600130E-03,  1.570565801356092E+02,  3.034521839189343E+02,  2.460676538512252E+06,  1.139422458548309E-05,  2.733295178212163E+02,  2.713971854874398E+02,  1.497141621590917E+08,  1.522404091482986E+08,  3.159495385571574E+07,
2460589.500000000, A.D. 2024-Oct-06 00:00:00.0000,  1.694611243443076E-02,  1.471649569889444E+08,  1.795498697868568E-03,  1.620094930524182E+02,  2.987945712955125E+02,  2.460676818770322E+06,  1.139563360878535E-05,  2.740274455316255E+02,  2.720878440973596E+02,  1.497018208771679E+08,  1.522386847653914E+08,  3.159104726940867E+07,
2460590.500000000, A.D. 2024-Oct-07 00:00:00.0000,  1.700715123659247E-02,  1.471394547949170E+08,  2.096040337588079E-03,  1.669012783124308E+02,  2.942942514277821E+02,  2.460677193995377E+06,  1.139753476313949E-05,  2.746283478280442E+02,  2.726828632225275E+02,  1.496851731729448E+08,  1.522308915509726E+08,  3.158577775645555E+07,
2460591.500000000, A.D. 2024-Oct-08 00:00:00.0000,  1.705404664281049E-02,  1.471122382233114E+08,  2.464335640966185E-03,  1.712729624384392E+02,  2.903988489334407E+02,  2.460677653312350E+06,  1.139988199332460E-05,  2.751433118674949E+02,  2.731935806634551E+02,  1.496646257313120E+08,  1.522170132393125E+08,  3.157927426010237E+07,
2460592.500000000, A.D. 2024-Oct-09 00:00:00.0000,  1.708422394628843E-02,  1.470842166681946E+08,  2.887315330036033E-03,  1.749755740238413E+02,  2.872435493456712E+02,  2.460678183457645E+06,  1.140261477308064E-05,  2.755858642605565E+02,  2.736337723189102E+02,  1.496407121052833E+08,  1.521972075423720E+08,  3.157170589064276E+07,
2460593.500000000, A.D. 2024-Oct-10 00:00:00.0000,  1.709540723578720E-02,  1.470564042964451E+08,  3.347399350545583E-03,  1.780274471404182E+02,  2.847932613204633E+02,  2.460678768266429E+06,  1.140565508619520E-05,  2.759725062703836E+02,  2.740201869510648E+02,  1.496141185818247E+08,  1.521718328672043E+08,  3.156329007666775E+07,
2460594.500000000, A.D. 2024-Oct-11 00:00:00.0000,  1.708568664225113E-02,  1.470299494397347E+08,  3.822851020687870E-03,  1.805059558412661E+02,  2.829499581844326E+02,  2.460679387771653E+06,  1.140890276895344E-05,  2.763236448228243E+02,  2.743734706258807E+02,  1.495857242504318E+08,  1.521414990611289E+08,  3.155430520274505E+07,
2460595.500000000, A.D. 2024-Oct-12 00:00:00.0000,  1.705370391999260E-02,  1.470061534707513E+08,  4.287761403059458E-03,  1.824914528778049E+02,  2.816075822985258E+02,  2.460680017061440E+06,  1.141223001482806E-05,  2.766647682433457E+02,  2.747193242735819E+02,  1.495566482696077E+08,  1.521071430684640E+08,  3.154510551682249E+07,
2460596.500000000, A.D. 2024-Oct-13 00:00:00.0000,  1.699900340829556E-02,  1.469864534012820E+08,  4.712289689844052E-03,  1.840447323454232E+02,  2.806736169740533E+02,  2.460680625301959E+06,  1.141547723520308E-05,  2.770274474421155E+02,  2.750894699182057E+02,  1.495282852315701E+08,  1.520701170618581E+08,  3.153613226872645E+07,
2460597.500000000, A.D. 2024-Oct-14 00:00:00.0000,  1.692255505736658E-02,  1.469723339832201E+08,  5.063971801699356E-03,  1.852002313394394E+02,  2.800758858004862E+02,  2.460681175677524E+06,  1.141845417374330E-05,  2.774493887670687E+02,  2.755216505519051E+02,  1.495022947981444E+08,  1.520322556130687E+08,  3.152791039156761E+07,
2460598.500000000, A.D. 2024-Oct-15 00:00:00.0000,  1.682736102409414E-02,  1.469651406591227E+08,  5.310841864210993E-03,  1.859651454054894E+02,  2.797654420982219E+02,  2.460681627266082E+06,  1.142095119316287E-05,  2.779724924287357E+02,  2.760576259487292E+02,  1.494805030500084E+08,  1.519958654408942E+08,  3.152101728755424E+07,
2460599.500000000, A.D. 2024-Oct-16 00:00:00.0000,  1.671891371473183E-02,  1.469657998062311E+08,  5.426546647147716E-03,  1.863201683200232E+02,  2.797206642904752E+02,  2.460681939681980E+06,  1.142276405260260E-05,  2.786380673039916E+02,  2.767383377575684E+02,  1.494646870117804E+08,  1.519635742173297E+08,  3.151601471781924E+07,
2460600.500000000, A.D. 2024-Oct-17 00:00:00.0000,  1.660516091556654E-02,  1.469745193032449E+08,  5.396452053072997E-03,  1.862202472316343E+02,  2.799538967270117E+02,  2.460682080269324E+06,  1.142372963541600E-05,  2.794794387547562E+02,  2.775965129588583E+02,  1.494562646272194E+08,  1.519380099511939E+08,  3.151335084856378E+07,
2460601.500000000, A.D. 2024-Oct-18 00:00:00.0000,  1.649570411388060E-02,  1.469906037969408E+08,  5.222473179651558E-03,  1.855947976141488E+02,  2.805191091922146E+02,  2.460682031858954E+06,  1.142376163686114E-05,  2.805140078618440E+02,  2.786487878350206E+02,  1.494559855119952E+08,  1.519213672270495E+08,  3.151326257004393E+07,
2460602.500000000, A.D. 2024-Oct-19 00:00:00.0000,  1.640029469130709E-02,  1.470125075280615E+08,  4.924179233210048E-03,  1.843473956135816E+02,  2.815171830056368E+02,  2.460681797798968E+06,  1.142287064498721E-05,  2.817381455956802E+02,  2.798907271798063E+02,  1.494637571916749E+08,  1.519150068552883E+08,  3.151572062649434E+07,
2460603.500000000, A.D. 2024-Oct-20 00:00:00.0000,  1.632712729307638E-02,  1.470381356784438E+08,  4.535322190927414E-03,  1.823561287025574E+02,  2.830950334309437E+02,  2.460681401650917E+06,  1.142115860161258E-05,  2.831275776568221E+02,  2.812973487053130E+02,  1.494786933320794E+08,  1.519192509857149E+08,  3.152044486530207E+07,
2460604.500000000, A.D. 2024-Oct-21 00:00:00.0000,  1.628159498633906E-02,  1.470652674333671E+08,  4.097313360348474E-03,  1.794786194382447E+02,  2.854347166601703E+02,  2.460680881618333E+06,  1.141879093451693E-05,  2.846431528435600E+02,  2.828289902642241E+02,  1.494993553885218E+08,  1.519334433436764E+08,  3.152698057653243E+07,
2460605.500000000, A.D. 2024-Oct-22 00:00:00.0000,  1.626589711406628E-02,  1.470919250321020E+08,  3.652357605512814E-03,  1.755710224796196E+02,  2.887260459614440E+02,  2.460680282406569E+06,  1.141596017196234E-05,  2.862391989632546E+02,  2.844396955635661E+02,  1.495240681405529E+08,  1.519562112490038E+08,  3.153479817529163E+07,
2460606.500000000, A.D. 2024-Oct-23 00:00:00.0000,  1.627942131778690E-02,  1.471165797540254E+08,  3.238138346933936E-03,  1.705367537524712E+02,  2.931103336907283E+02,  2.460679647817845E+06,  1.141285519762672E-05,  2.878710808536003E+02,  2.860847427924335E+02,  1.495511865280911E+08,  1.519857933021568E+08,  3.154337751300491E+07,
2460607.500000000, A.D. 2024-Oct-24 00:00:00.0000,  1.631952460192090E-02,  1.471381910389680E+08,  2.884166082589524E-03,  1.644194332354511E+02,  2.985827296057954E+02,  2.460679016038828E+06,  1.140964311302661E-05,  2.894999777381985E+02,  2.877253639709867E+02,  1.495792533438499E+08,  1.520203156487319E+08,  3.155225772039977E+07,
2460608.500000000, A.D. 2024-Oct-25 00:00:00.0000,  1.638233668187471E-02,  1.471561390858322E+08,  2.608836938135891E-03,  1.575234782312462E+02,  3.048698507609628E+02,  2.460678417801177E+06,  1.140646318152335E-05,  2.910947191320478E+02,  2.893305225238078E+02,  1.496070521847048E+08,  1.520579652835775E+08,  3.156105396308493E+07,
2460609.500000000, A.D. 2024-Oct-26 00:00:00.0000,  1.646337276107707E-02,  1.471701184537348E+08,  2.416992225996870E-03,  1.504759084317421E+02,  3.113682272083721E+02,  2.460677876549487E+06,  1.140342864243010E-05,  2.926315783101324E+02,  2.908766632704290E+02,  1.496335920573539E+08,  1.520970656609730E+08,  3.156945259958966E+07,
2460610.500000000, A.D. 2024-Oct-27 00:00:00.0000,  1.655790833896638E-02,  1.471800374208566E+08,  2.299770987862549E-03,  1.441160054061586E+02,  3.172558430292495E+02,  2.460677409568696E+06,  1.140063198114488E-05,  2.940930977422226E+02,  2.923465125352050E+02,  1.496580618918492E+08,  1.521360863628418E+08,  3.157719682517530E+07,
2460611.500000000, A.D. 2024-Oct-28 00:00:00.0000,  1.666116355385747E-02,  1.471859424579209E+08,  2.238840860044986E-03,  1.392385553895810E+02,  3.217502606852883E+02,  2.460677029298962E+06,  1.139815056884076E-05,  2.954667326769467E+02,  2.937277114676191E+02,  1.496797817829117E+08,  1.521736211079024E+08,  3.158407127768041E+07,
2460612.500000000, A.D. 2024-Oct-29 00:00:00.0000,  1.676837418595985E-02,  1.471879705399747E+08,  2.213947263679522E-03,  1.363880716910967E+02,  3.243155190044105E+02,  2.460676744424544E+06,  1.139605101692077E-05,  2.967437312933900E+02,  2.950116959606150E+02,  1.496981653922232E+08,  1.522083602444717E+08,  3.158989017032961E+07,
2460613.500000000, A.D. 2024-Oct-30 00:00:00.0000,  1.687481975245965E-02,  1.471863242684665E+08,  2.210041508718169E-03,  1.358281900428350E+02,  3.246934742000969E+02,  2.460676560594782E+06,  1.139439161230992E-05,  2.979183935010574E+02,  2.961929604956625E+02,  1.497126990800974E+08,  1.522390738917283E+08,  3.159449071515801E+07,
2460614.500000000, A.D. 2024-Oct-31 00:00:00.0000,  1.697585854879683E-02,  1.471812625073983E+08,  2.221444203312407E-03,  1.376099427640408E+02,  3.228359022415582E+02,  2.460676480795900E+06,  1.139322281953400E-05,  2.989876880252482E+02,  2.972686817786969E+02,  1.497229379230910E+08,  1.522646133387837E+08,  3.159773188871280E+07,
2460615.500000000, A.D. 2024-Nov-01 00:00:00.0000,  1.706699608649217E-02,  1.471730995858620E+08,  2.252819179073535E-03,  1.416114388060050E+02,  3.188649360347000E+02,  2.460676505469461E+06,  1.139258619889971E-05,  2.999511300003694E+02,  2.982386016905011E+02,  1.497285155752206E+08,  1.522839315645792E+08,  3.159949757806252E+07,
2460616.500000000, A.D. 2024-Nov-02 00:00:00.0000,  1.714399173619977E-02,  1.471622075633936E+08,  2.317252809050507E-03,  1.475057123780299E+02,  3.131051958005427E+02,  2.460676632495055E+06,  1.139251229592620E-05,  3.008107996447382E+02,  2.991050485007435E+02,  1.497291630982176E+08,  1.522961186330415E+08,  3.159970256329949E+07,
2460617.500000000, A.D. 2024-Nov-03 00:00:00.0000,  1.720299157801232E-02,  1.471490179849405E+08,  2.431373363877691E-03,  1.547169440586869E+02,  3.061275118303655E+02,  2.460676857138125E+06,  1.139301812379896E-05,  3.015713994825498E+02,  2.998729932815721E+02,  1.497247312761034E+08,  1.523004445672664E+08,  3.159829959789088E+07,
2460618.500000000, A.D. 2024-Nov-04 00:00:00.0000,  1.724066686215979E-02,  1.471340216621803E+08,  2.608341163569334E-03,  1.624788085614621E+02,  2.986905429192083E+02,  2.460677172019503E+06,  1.139410476520758E-05,  3.022402921627144E+02,  3.005500840535058E+02,  1.497152117521977E+08,  1.522964018422150E+08,  3.159528610788944E+07,
2460619.500000000, A.D. 2024-Nov-05 00:00:00.0000,  1.725433970251549E-02,  1.471177669216139E+08,  2.851653228994681E-03,  1.700310665161300E+02,  2.915441706310387E+02,  2.460677567104388E+06,  1.139575536148993E-05,  3.028275202043877E+02,  3.011466601416216E+02,  1.497007545951211E+08,  1.522837422686282E+08,  3.159070974940024E+07,
2460620.500000000, A.D. 2024-Nov-06 00:00:00.0000,  1.724209038089656E-02,  1.471008579122847E+08,  3.152928415118729E-03,  1.768264109543420E+02,  2.852226011628007E+02,  2.460678029654095E+06,  1.139793340289566E-05,  3.033458640512332E+02,  3.016758042769560E+02,  1.496816830192676E+08,  1.522625081262505E+08,  3.158467305209395E+07,
